epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.5206,2.73677,2.29861,0.97473,0,0,0,0,2.40876,3.69909,0.7912,5e-05,5e-05,5e-05
